payment_id,customer_id,staff_id,rental_id,amount,payment_date
16053,269,2,703,0.99,2022-03-02 13:51:40.813503-06
16058,271,1,1096,8.99,2022-03-19 00:19:47.019162-06
16059,272,1,33,0.99,2022-03-12 07:32:36.628975-06
16060,272,1,405,6.99,2022-03-17 19:40:43.327915-06
16063,273,2,122,3.99,2022-03-14 06:07:41.127016-06
16080,281,2,754,2.99,2022-03-02 06:08:01.606714-06
16081,282,2,48,1.99,2022-03-13 08:36:24.38075-06
16089,287,1,655,2.99,2022-03-09 22:13:27.721005-06
16100,293,2,445,0.99,2022-02-28 22:28:36.945325-06
16112,299,1,332,5.99,2022-03-21 00:44:47.428768-06
16119,301,1,955,0.99,2022-03-21 22:00:36.948616-06
16120,302,2,38,4.99,2022-03-27 00:05:58.976733-06
16124,303,2,1050,4.99,2022-03-10 20:43:13.327528-06
16140,311,2,544,6.99,2022-03-04 20:53:20.020914-06
16143,311,2,1128,6.99,2022-03-22 18:50:03.654339-06
16158,316,1,1065,1.99,2022-03-07 15:57:53.669873-06
16165,321,1,620,5.99,2022-03-12 10:40:11.404266-06
16166,321,2,818,4.99,2022-03-21 18:38:13.379468-06
16170,323,2,729,2.99,2022-03-10 08:31:21.888741-06
16174,326,1,875,6.99,2022-03-29 03:38:35.996349-06
16176,326,2,1149,3.99,2022-03-23 04:31:59.987966-06
16200,346,1,810,4.99,2022-03-24 12:43:41.927206-06
16201,348,2,153,0.99,2022-03-18 17:32:23.927117-06
16204,350,1,24,4.99,2022-03-06 09:22:19.01729-06
16211,354,2,402,0.99,2022-03-20 15:54:29.95415-06
16219,359,2,392,2.99,2022-03-06 09:50:36.44658-06
16230,366,2,911,6.99,2022-03-17 13:23:21.879026-06
16231,367,1,939,0.99,2022-03-14 10:05:08.263798-06
16235,368,1,836,2.99,2022-03-17 15:54:12.109618-06
16252,374,2,919,0.99,2022-03-08 02:01:02.388262-06
16253,375,2,307,8.99,2022-03-11 10:04:40.099724-06
16263,381,2,406,2.99,2022-03-15 09:16:30.212956-06
16264,381,1,835,2.99,2022-03-30 03:22:38.958402-06
16276,387,2,302,4.99,2022-03-26 18:24:03.164039-06
16289,391,1,891,7.99,2022-03-04 15:06:45.856528-06
16290,393,1,599,4.99,2022-03-10 06:31:39.022182-06
16297,399,2,10,5.99,2022-03-20 16:31:35.826037-06
16300,400,1,95,3.99,2022-03-15 04:43:10.102119-06
16302,400,2,516,1.99,2022-03-25 03:04:59.421013-06
16308,403,1,442,2.99,2022-03-31 07:21:12.491289-06
16315,408,2,3,3.99,2022-03-23 09:44:32.990689-06
16322,412,1,333,4.99,2022-03-30 07:23:44.634606-06
16326,413,1,999,4.99,2022-03-05 12:07:26.381228-06
16330,416,2,253,0.99,2022-03-16 13:31:47.644959-06
16333,417,1,267,4.99,2022-03-24 18:14:15.485007-06
16345,428,2,634,4.99,2022-03-03 03:52:57.56818-06
16351,430,2,30,2.99,2022-03-28 00:26:04.54158-06
16355,432,1,550,5.99,2022-03-09 14:30:27.21703-06
16357,433,2,146,8.99,2022-03-27 13:54:13.785939-06
16363,436,1,256,3.99,2022-03-07 16:49:50.968627-06
16364,436,1,848,5.99,2022-03-12 12:44:23.808196-06
16370,438,1,1138,6.99,2022-03-19 23:04:39.718555-06
16372,439,2,367,0.99,2022-03-23 02:24:12.856654-06
16374,440,2,957,4.99,2022-02-28 23:56:05.029411-06
16383,445,1,960,2.99,2022-03-15 09:48:44.621596-06
16389,448,1,299,4.99,2022-03-14 17:30:48.88045-06
16391,449,2,263,4.99,2022-03-07 00:53:28.793841-06
16395,451,2,77,0.99,2022-03-19 01:14:23.201812-06
16399,452,2,714,2.99,2022-03-15 05:49:19.270698-06
16404,456,2,19,4.99,2022-03-01 23:10:36.724663-06
16412,462,2,156,2.99,2022-03-21 17:22:20.672427-06
16425,469,1,168,0.99,2022-03-21 12:11:54.38465-06
16432,472,2,142,0.99,2022-03-30 09:45:39.678696-06
16439,474,1,816,7.99,2022-03-17 06:36:36.775269-06
16456,484,2,668,2.99,2022-03-04 15:44:58.311783-06
16466,491,1,484,2.99,2022-03-23 11:48:19.862508-06
16469,493,1,543,7.99,2022-03-06 17:29:20.242726-06
16488,502,2,965,0.99,2022-03-09 07:58:07.299304-06
16512,510,1,372,5.99,2022-03-31 02:50:25.503782-06
16517,514,2,536,4.99,2022-03-19 07:31:03.661872-06
16519,515,2,292,6.99,2022-03-12 00:50:57.227317-06
16523,518,1,710,2.99,2022-03-03 20:35:46.052245-06
16530,524,1,982,4.99,2022-03-24 05:52:24.550943-06
16531,525,1,437,5.99,2022-03-25 16:20:53.475055-06
16533,526,2,679,4.99,2022-03-27 11:41:30.037377-06
16549,534,2,940,0.99,2022-03-05 15:40:22.641282-06
16553,535,2,959,4.99,2022-03-10 14:50:25.065196-06
16558,538,2,734,4.99,2022-03-25 07:38:51.076622-06
16570,545,2,715,3.99,2022-03-02 11:32:17.04418-06
16581,549,1,906,3.99,2022-03-15 09:29:22.334119-06
16584,551,2,155,7.99,2022-03-18 00:59:42.516856-06
16590,553,2,789,4.99,2022-03-18 02:33:46.200696-06
16599,561,1,902,4.99,2022-03-03 16:19:45.383887-06
16602,562,1,941,2.99,2022-03-19 05:13:27.531823-06
16607,564,1,985,2.99,2022-03-19 01:30:25.566492-06
16611,566,2,768,4.99,2022-03-17 21:13:47.649357-06
16623,575,1,17,2.99,2022-03-26 09:18:23.589072-06
16625,575,2,454,4.99,2022-03-08 10:33:16.283331-06
16627,575,1,774,4.99,2022-03-16 11:18:07.084719-06
16631,578,2,660,0.99,2022-03-13 16:02:01.08035-06
16634,581,1,1151,4.99,2022-03-11 21:47:20.939045-06
16639,586,1,138,4.99,2022-03-13 04:04:42.898396-06
16642,587,1,361,0.99,2022-03-04 00:53:30.573302-06
16645,589,1,531,0.99,2022-03-31 02:32:41.279555-06
16646,589,1,596,4.99,2022-03-11 09:13:57.87873-06
16647,589,1,737,4.99,2022-03-26 12:15:12.538845-06
16650,593,1,991,8.99,2022-03-27 22:58:49.773912-06
16663,597,2,514,8.99,2022-03-22 14:57:06.933909-06
16679,2,1,320,4.99,2022-03-26 12:23:31.612409-06
16680,3,1,435,1.99,2022-03-24 11:08:01.922921-06
16683,5,1,1085,6.99,2022-03-01 10:22:29.333395-06
16687,6,2,916,0.99,2022-03-15 10:35:19.217106-06
16690,7,2,748,2.99,2022-03-09 20:14:50.349738-06
16691,7,1,975,4.99,2022-03-06 21:26:28.283383-06
16694,9,2,350,4.99,2022-03-11 01:21:44.483403-06
16699,12,1,988,4.99,2022-03-19 04:55:22.214919-06
16708,16,2,887,0.99,2022-03-14 13:14:21.875428-06
16712,17,2,884,4.99,2022-03-28 22:21:04.526189-06
16713,18,1,50,2.99,2022-03-10 09:35:58.34652-06
16717,19,2,110,9.99,2022-03-16 20:35:04.075182-06
16723,20,2,497,6.99,2022-03-06 17:34:23.961792-06
16727,21,1,570,0.99,2022-03-21 22:19:23.989284-06
16734,24,2,1007,6.99,2022-03-08 22:13:57.509572-06
16738,26,1,796,2.99,2022-02-28 19:00:04.263972-06
16740,27,2,787,2.99,2022-03-09 08:46:39.739389-06
16745,32,2,803,4.99,2022-03-12 23:04:24.834305-06
16748,35,2,47,3.99,2022-03-18 16:39:51.513294-06
16751,36,1,716,0.99,2022-03-17 22:37:21.788931-06
16755,42,1,635,5.99,2022-03-15 13:57:42.457122-06
16761,44,2,721,0.99,2022-03-17 07:11:03.704412-06
16762,44,1,904,2.99,2022-03-13 02:00:04.961695-06
16768,47,2,207,4.99,2022-03-24 21:32:55.631524-06
16771,48,1,297,2.99,2022-03-15 03:21:47.726209-06
16775,49,2,846,2.99,2022-03-03 04:27:48.67283-06
16793,54,2,441,4.99,2022-03-08 02:25:53.579576-06
16796,55,1,1027,9.99,2022-03-15 03:31:55.692716-06
16797,55,1,1048,0.99,2022-03-24 02:56:44.637375-06
16800,56,1,496,2.99,2022-03-06 18:27:27.129422-06
16805,58,2,276,7.99,2022-03-02 07:15:08.603561-06
16807,59,2,212,4.99,2022-03-17 11:07:19.24608-06
16813,61,1,1157,0.99,2022-03-28 21:00:59.320158-06
16816,64,1,494,4.99,2022-03-30 01:57:19.386855-06
16832,73,1,70,2.99,2022-03-26 05:47:37.764573-06
16839,77,2,319,2.99,2022-03-04 11:08:09.772381-06
16848,82,2,145,2.99,2022-03-25 09:59:02.491984-06
16859,87,2,451,4.99,2022-03-30 10:00:42.589263-06
16862,89,2,141,2.99,2022-03-12 00:17:16.212801-06
16869,93,2,420,6.99,2022-03-14 20:55:48.369579-06
16873,95,1,490,4.99,2022-03-18 06:19:11.562094-06
16881,103,1,240,7.99,2022-03-09 20:08:52.528103-06
16882,103,1,658,9.99,2022-03-04 17:02:36.133805-06
16884,104,2,808,3.99,2022-03-23 03:18:28.097496-06
16887,105,1,485,2.99,2022-03-24 18:32:44.315968-06
16888,105,1,779,6.99,2022-03-17 23:21:14.766252-06
16892,107,1,1026,5.99,2022-03-21 01:47:35.509762-06
16895,109,1,203,5.99,2022-03-05 15:45:23.860739-06
16897,109,2,622,3.99,2022-03-29 20:06:11.473565-06
16926,122,2,1135,4.99,2022-03-09 23:15:27.566485-06
16931,124,2,1130,5.99,2022-03-03 22:33:58.876398-06
16933,126,1,9,4.99,2022-03-31 02:32:44.732715-06
16941,130,1,746,2.99,2022-03-24 00:52:02.916278-06
16944,131,2,944,7.99,2022-03-22 16:45:35.575457-06
16945,133,1,275,6.99,2022-03-08 15:34:56.275039-06
16947,134,1,366,3.99,2022-03-19 09:20:43.130042-06
16951,135,1,78,5.99,2022-03-13 12:21:03.680604-06
16953,136,2,1150,2.99,2022-03-22 07:59:40.011542-06
16957,141,2,930,2.99,2022-03-27 10:01:13.641185-06
16962,143,1,312,2.99,2022-03-04 13:01:19.628017-06
16967,146,1,1073,4.99,2022-03-24 02:35:18.010853-06
16969,147,1,509,0.99,2022-03-22 20:57:50.168823-06
16971,149,1,764,4.99,2022-03-26 14:11:58.207576-06
16987,158,2,245,4.99,2022-03-20 23:59:32.161188-06
16991,159,1,598,0.99,2022-03-06 15:23:11.322994-06
16992,159,1,832,3.99,2022-03-23 01:44:19.260686-06
16996,161,2,539,0.99,2022-03-28 00:53:02.266545-06
16998,161,1,1003,0.99,2022-03-17 18:33:20.597991-06
17005,167,1,280,2.99,2022-03-07 04:16:38.160826-06
17010,169,2,527,3.99,2022-03-25 17:51:38.650098-06
17011,169,1,1087,4.99,2022-03-12 18:24:51.506373-06
17012,170,1,211,2.99,2022-03-19 11:53:02.475675-06
17017,172,1,685,6.99,2022-03-16 08:43:21.360721-06
17020,173,1,628,4.99,2022-03-17 22:03:05.750346-06
17024,176,2,380,6.99,2022-03-06 15:32:53.751198-06
17026,176,1,663,1.99,2022-03-14 06:34:38.554966-06
17048,191,1,1134,2.99,2022-03-25 17:55:41.987273-06
17049,191,2,1152,4.99,2022-03-24 01:49:15.892421-06
17054,194,2,677,7.99,2022-03-08 03:12:26.681088-06
17055,196,2,106,11.99,2022-03-18 12:50:39.243747-06
17056,196,2,178,5.99,2022-03-18 16:15:38.844651-06
17058,196,1,1053,1.99,2022-03-25 21:36:18.072843-06
17066,197,1,918,0.99,2022-03-08 21:23:42.48336-06
17067,198,1,357,0.99,2022-03-31 13:52:36.445623-06
17075,201,1,670,6.99,2022-03-25 13:22:57.533403-06
17079,209,2,1143,2.99,2022-03-22 14:44:16.113475-06
17083,214,1,242,1.99,2022-03-29 03:12:42.811524-06
17086,214,2,1093,2.99,2022-03-26 05:26:55.444414-06
17087,214,2,1112,0.99,2022-03-09 06:38:45.724851-06
17092,217,2,1141,8.99,2022-03-04 11:22:50.544553-06
17108,228,2,1070,0.99,2022-03-25 20:10:59.783047-06
17109,230,1,32,0.99,2022-03-28 05:25:20.547905-06
17114,232,1,28,4.99,2022-03-04 02:32:44.606615-06
17120,236,2,344,2.99,2022-03-25 05:43:44.324852-06
17143,245,2,79,4.99,2022-03-05 04:05:40.190243-06
17149,246,1,124,6.99,2022-03-27 14:53:30.947237-06
17150,246,2,421,8.99,2022-03-13 03:01:34.964613-06
17160,249,2,400,2.99,2022-03-14 01:28:42.628759-06
17163,250,1,61,5.99,2022-03-24 07:17:05.619553-06
17171,251,2,1069,3.99,2022-03-23 09:44:20.719608-06
17177,253,1,648,0.99,2022-03-09 14:59:10.270914-06
17179,254,1,183,2.99,2022-03-19 06:12:35.042768-06
17186,257,2,139,2.99,2022-03-08 14:32:52.675685-06
17193,261,1,12,4.99,2022-03-07 15:51:22.766968-06
17197,262,2,984,4.99,2022-03-25 08:38:41.492119-06
17207,268,1,1394,2.99,2022-03-19 23:23:29.175051-06
17214,268,1,3361,1.99,2022-03-11 15:39:15.655756-06
17215,269,1,1334,3.99,2022-03-04 22:00:00.312689-06
17220,270,1,2115,3.99,2022-03-20 10:34:06.395843-06
17229,273,1,2301,1.99,2022-03-29 09:20:03.774651-06
17233,275,2,1797,3.99,2022-03-18 02:13:39.859449-06
17234,275,2,2414,0.99,2022-03-07 18:57:53.393662-06
17238,276,2,2763,4.99,2022-03-17 22:58:18.461825-06
17240,277,1,1331,2.99,2022-03-04 14:13:13.597678-06
17252,279,1,2147,4.99,2022-03-17 09:00:32.849849-06
17254,279,1,3374,2.99,2022-03-05 01:49:48.010553-06
17265,283,1,1749,0.99,2022-03-11 07:35:39.138744-06
17273,285,2,1161,7.99,2022-03-05 08:04:43.589877-06
17279,287,2,1642,2.99,2022-03-11 11:13:15.710909-06
17294,291,1,1191,2.99,2022-03-12 07:24:49.800801-06
17309,294,2,3330,2.99,2022-03-31 07:49:25.35692-06
17325,297,1,2260,2.99,2022-03-19 18:43:42.732081-06
17326,297,2,2339,4.99,2022-03-14 08:57:43.601131-06
17330,298,2,3400,4.99,2022-03-29 08:39:00.174789-06
17336,299,2,3223,2.99,2022-03-20 20:14:25.353438-06
17346,303,1,3077,3.99,2022-03-24 02:34:36.700608-06
17348,304,1,1414,6.99,2022-03-14 09:04:30.343885-06
17349,304,2,1525,4.99,2022-03-14 20:21:38.694116-06
17353,305,2,1884,0.99,2022-02-28 23:30:12.532878-06
17364,308,1,2037,0.99,2022-03-28 11:16:11.506259-06
17375,310,2,1918,3.99,2022-03-24 19:54:13.281354-06
17377,310,1,2480,5.99,2022-03-08 00:05:09.900362-06
17378,310,1,2618,2.99,2022-03-11 17:08:44.108839-06
17383,312,2,3457,3.99,2022-03-29 13:32:06.641204-06
17387,314,1,1598,3.99,2022-03-18 21:23:40.176695-06
17392,316,1,2032,4.99,2022-03-19 02:33:23.825-06
17405,319,1,1892,4.99,2022-03-01 18:05:50.288149-06
17406,319,2,2021,3.99,2022-03-05 05:31:58.431289-06
17413,320,1,2216,4.99,2022-03-04 13:54:39.687928-06
17419,322,2,2481,4.99,2022-03-01 01:55:40.949922-06
17425,323,2,1786,2.99,2022-03-19 02:23:25.380173-06
17437,327,2,1577,3.99,2022-03-19 22:25:43.085066-06
17439,327,1,2273,4.99,2022-03-08 02:16:32.37992-06
17442,328,2,1670,2.99,2022-03-26 08:10:22.302103-06
17448,329,1,2010,5.99,2022-03-08 06:24:34.22028-06
17456,330,1,1219,6.99,2022-03-13 12:35:18.111862-06
17480,337,2,1969,4.99,2022-03-20 20:53:57.998127-06
17501,340,1,3455,2.99,2022-03-21 14:52:26.795257-06
17506,341,2,2829,2.99,2022-03-29 20:05:08.624028-06
17516,343,2,2461,6.99,2022-03-25 03:36:24.594875-06
17528,346,1,3421,2.99,2022-03-26 03:34:01.318376-06
17545,351,2,1792,5.99,2022-03-18 03:52:24.204019-06
17561,355,1,1612,2.99,2022-03-04 04:44:31.522755-06
17568,357,2,2153,6.99,2022-03-21 13:43:59.788871-06
17572,358,1,2721,2.99,2022-03-02 20:15:42.803022-06
17576,359,2,1770,1.99,2022-03-12 03:13:38.907874-06
17581,360,2,2541,3.99,2022-03-29 03:30:23.70957-06
17583,361,2,2353,4.99,2022-03-13 18:44:23.777393-06
17584,361,2,2558,1.99,2022-03-19 21:34:12.372075-06
17593,363,2,1569,4.99,2022-03-12 10:43:05.578319-06
17594,363,1,1847,4.99,2022-03-28 01:10:07.096383-06
17598,364,2,2442,2.99,2022-03-24 14:30:08.81509-06
17600,364,2,2857,4.99,2022-03-29 19:26:40.031941-06
17609,367,1,3078,0.99,2022-03-29 19:32:41.575237-06
17621,371,2,1675,5.99,2022-03-11 15:08:31.897467-06
17624,371,2,3396,0.99,2022-03-12 00:51:11.306257-06
17641,377,2,3086,0.99,2022-03-24 12:54:22.586384-06
17644,378,2,1623,4.99,2022-03-30 21:53:00.632165-06
17647,378,2,2713,4.99,2022-03-04 06:49:33.367613-06
17652,380,1,1984,2.99,2022-03-19 21:31:18.661622-06
17653,380,1,2018,3.99,2022-03-17 16:54:06.963142-06
17657,380,2,3099,1.99,2022-03-06 11:36:02.98082-06
17659,381,1,1402,3.99,2022-03-11 13:48:36.396648-06
17663,381,2,3425,2.99,2022-03-27 18:43:21.748514-06
17664,382,1,2389,0.99,2022-03-29 10:47:58.245684-06
17670,383,2,2228,2.99,2022-03-09 17:27:50.509452-06
17672,383,2,2318,2.99,2022-03-01 03:45:27.408384-06
17676,384,2,2020,0.99,2022-03-03 20:40:17.212056-06
17678,384,2,2510,5.99,2022-03-14 07:01:00.549263-06
17679,384,2,2935,3.99,2022-03-17 06:28:07.449793-06
17682,385,1,1746,2.99,2022-03-11 10:59:06.539439-06
17683,385,1,1937,0.99,2022-03-28 07:57:31.734596-06
17689,386,1,3351,2.99,2022-03-27 09:41:58.552431-06
17690,387,1,1464,0.99,2022-03-28 12:37:52.212391-06
17695,387,2,3378,4.99,2022-03-28 20:56:09.500735-06
17700,388,2,3159,7.99,2022-03-24 06:38:36.09395-06
17701,389,1,1763,4.99,2022-03-22 12:57:45.900329-06
17706,390,2,1893,2.99,2022-03-28 12:43:05.429699-06
17707,390,1,2330,7.99,2022-03-03 20:12:21.378543-06
17712,391,1,2690,2.99,2022-03-26 22:55:30.37949-06
17721,393,1,2319,4.99,2022-03-18 23:53:49.584711-06
17741,400,1,1917,3.99,2022-03-18 05:58:23.590943-06
17743,402,2,1194,4.99,2022-03-19 04:13:54.280132-06
